"","hID","HI2","HI3Y","HI6","HI7","HI11","EDUC","HL33","AGEREC","WLTHSCOR","WLTHIND5","cluster","WI3AY","CM2AY","CM7","MN2A","MN2B","MN2C","MELEVEL","DEADKIDS","CEB","WAGE","MSTATUS","CM11Y","WMWEIGHT","MN3A","MN3B","MN3C"
"7763","35_144_208_208_NA_8273",8273,2001,"Rural","Nord-Kivu",2,"Primary","Masculin","50 ans et plus",-0.602607772438745,"Middle","35_144_208_208_NA",1986,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,1.026087,NA,NA,NA
"7764","35_144_208_208_NA_8273",8273,2001,"Rural","Nord-Kivu",2,"Primary","Masculin","50 ans et plus",-0.602607772438745,"Middle","35_144_208_208_NA",1986,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,1.026087,NA,NA,NA
"7765","35_144_208_208_NA_8274",8274,2001,"Rural","Nord-Kivu",1,"None","Masculin"," < 25 ans",-0.6038799367071,"Middle","35_144_208_208_NA",1982,1998,"Oui","Non","Infirmiere / sage femme","Matrone","None",2,3,"15-19","Currently married","2000",1.026087,"Non","Infirmiere / sage femme","Non"
"7766","35_144_208_208_NA_8275",8275,2001,"Rural","Nord-Kivu",1,"Primary","Masculin","25 a 49 ans",-0.227724688802769,"Fourth","35_144_208_208_NA",1967,1984,"Oui",NA,NA,NA,"Primary",2,7,"30-34","Currently married","1999",1.026087,NA,NA,NA
"7767","35_144_208_208_NA_8277",8277,2001,"Rural","Nord-Kivu",1,"Primary","Masculin","25 a 49 ans",-0.450728657321362,"Middle","35_144_208_208_NA",1975,1990,"Oui",NA,NA,NA,"None",1,5,"25-29","Currently married","1999",1.026087,NA,NA,NA
"7768","35_144_208_208_NA_8278",8278,2001,"Rural","Nord-Kivu",1,"Primary","Masculin"," < 25 ans",-0.717044764180921,"Poorest","35_144_208_208_NA",1983,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Currently married",NA,1.026087,NA,NA,NA
"7769","35_144_208_208_NA_8279",8279,2001,"Rural","Nord-Kivu",2,"Primary","Masculin","50 ans et plus",-0.707715559546321,"Second","35_144_208_208_NA",1979,1998,"Non","Non","Infirmiere / sage femme","Matrone","None",0,2,"20-24","Currently married","2001",1.026087,"Non","Non","Matrone"
"7770","35_144_208_208_NA_8279",8279,2001,"Rural","Nord-Kivu",2,"Primary","Masculin","50 ans et plus",-0.707715559546321,"Second","35_144_208_208_NA",1986,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,1.026087,NA,NA,NA
"7771","35_144_208_208_NA_8281",8281,2001,"Rural","Nord-Kivu",2,"Primary","Masculin","25 a 49 ans",-0.758682895623554,"Poorest","35_144_208_208_NA",1966,1983,"Oui",NA,NA,NA,"None",2,7,"30-34","Currently married","1998",1.026087,NA,NA,NA
"7772","35_144_208_208_NA_8281",8281,2001,"Rural","Nord-Kivu",2,"Primary","Masculin","25 a 49 ans",-0.758682895623554,"Poorest","35_144_208_208_NA",1986,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,1.026087,NA,NA,NA
"7773","35_144_208_208_NA_8282",8282,2001,"Rural","Nord-Kivu",4,"Primary","Masculin","25 a 49 ans",-0.761227224160263,"Poorest","35_144_208_208_NA",1959,1983,"Oui",NA,NA,NA,"None",3,10,"40-44","Currently married",NA,1.026087,NA,NA,NA
"7774","35_144_208_208_NA_8282",8282,2001,"Rural","Nord-Kivu",4,"Primary","Masculin","25 a 49 ans",-0.761227224160263,"Poorest","35_144_208_208_NA",1983,NA,NA,NA,NA,NA,"Secondary +",NA,0,"15-19","Never married",NA,1.026087,NA,NA,NA
"7775","35_144_208_208_NA_8282",8282,2001,"Rural","Nord-Kivu",4,"Primary","Masculin","25 a 49 ans",-0.761227224160263,"Poorest","35_144_208_208_NA",1984,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,1.026087,NA,NA,NA
"7776","35_144_208_208_NA_8282",8282,2001,"Rural","Nord-Kivu",4,"Primary","Masculin","25 a 49 ans",-0.761227224160263,"Poorest","35_144_208_208_NA",1983,2001,"Non",NA,NA,NA,"None",0,1,"15-19","Currently married","2001",1.026087,NA,NA,NA
"7777","35_144_208_208_NA_8284",8284,2001,"Rural","Nord-Kivu",1,"Secondary+","Masculin","25 a 49 ans",-0.766951963367858,"Poorest","35_144_208_208_NA",1982,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Currently married",NA,1.026087,NA,NA,NA
"7778","35_145_209_209_NA_8285",8285,2001,"Rural","Nord-Kivu",2,"None","Masculin","25 a 49 ans",-0.712804216619739,"Poorest","35_145_209_209_NA",1955,1970,"Oui",NA,NA,NA,"None",5,12,"45-49","Currently married","1998",1.026087,NA,NA,NA
"7779","35_145_209_209_NA_8285",8285,2001,"Rural","Nord-Kivu",2,"None","Masculin","25 a 49 ans",-0.712804216619739,"Poorest","35_145_209_209_NA",1986,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,1.026087,NA,NA,NA
"7780","35_145_209_209_NA_8286",8286,2001,"Rural","Nord-Kivu",1,"None","Feminin","25 a 49 ans",-0.712804216619739,"Poorest","35_145_209_209_NA",1972,1994,"Oui",NA,NA,NA,"None",1,4,"25-29","Formerly married","2001",1.026087,"Non","Non","Non"
"7781","35_145_209_209_NA_8287",8287,2001,"Rural","Nord-Kivu",2,"None","Masculin","25 a 49 ans",-0.714712463022271,"Poorest","35_145_209_209_NA",1959,1983,"Oui",NA,NA,NA,"None",3,7,"40-44","Currently married","1996",1.026087,NA,NA,NA
"7782","35_145_209_209_NA_8287",8287,2001,"Rural","Nord-Kivu",2,"None","Masculin","25 a 49 ans",-0.714712463022271,"Poorest","35_145_209_209_NA",1985,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Never married",NA,1.026087,NA,NA,NA
"7783","35_145_209_209_NA_8288",8288,2001,"Rural","Nord-Kivu",1,"None","Masculin","25 a 49 ans",-0.714076380888093,"Poorest","35_145_209_209_NA",1971,1994,"Non","Non","Infirmiere / sage femme","Non","None",0,4,"30-34","Currently married","2000",1.026087,"Non","Non","Non"
"7784","35_145_209_209_NA_8289",8289,2001,"Rural","Nord-Kivu",1,"None","Masculin","25 a 49 ans",-0.764407634831149,"Poorest","35_145_209_209_NA",1975,1994,"Non",NA,NA,NA,"None",0,4,"25-29","Currently married","2000",1.026087,NA,NA,NA
"7785","35_145_209_209_NA_8291",8291,2001,"Rural","Nord-Kivu",1,"None","Masculin","25 a 49 ans",-0.714076380888093,"Poorest","35_145_209_209_NA",1970,1997,"Oui","Non","Infirmiere / sage femme","Non","None",1,2,"30-34","Currently married","2000",1.026087,"Non","Infirmiere / sage femme","Non"
"7786","35_145_209_209_NA_8292",8292,2001,"Rural","Nord-Kivu",1,"Primary","Masculin","25 a 49 ans",-0.704718083985761,"Second","35_145_209_209_NA",1970,1988,"Oui",NA,NA,NA,"None",1,5,"30-34","Currently married","1999",1.026087,NA,NA,NA
"7787","35_145_209_209_NA_8293",8293,2001,"Rural","Nord-Kivu",5,"Primary","Masculin","25 a 49 ans",-0.228360770936946,"Fourth","35_145_209_209_NA",1969,1995,"Non",NA,NA,NA,"None",0,2,"30-34","Currently married","2000",1.026087,NA,NA,NA
"7788","35_145_209_209_NA_8293",8293,2001,"Rural","Nord-Kivu",5,"Primary","Masculin","25 a 49 ans",-0.228360770936946,"Fourth","35_145_209_209_NA",1980,NA,NA,NA,NA,NA,"None",NA,0,"20-24","Never married",NA,1.026087,NA,NA,NA
"7789","35_145_209_209_NA_8293",8293,2001,"Rural","Nord-Kivu",5,"Primary","Masculin","25 a 49 ans",-0.228360770936946,"Fourth","35_145_209_209_NA",1982,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Never married",NA,1.026087,NA,NA,NA
"7790","35_145_209_209_NA_8293",8293,2001,"Rural","Nord-Kivu",5,"Primary","Masculin","25 a 49 ans",-0.228360770936946,"Fourth","35_145_209_209_NA",1984,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Never married",NA,1.026087,NA,NA,NA
"7791","35_145_209_209_NA_8293",8293,2001,"Rural","Nord-Kivu",5,"Primary","Masculin","25 a 49 ans",-0.228360770936946,"Fourth","35_145_209_209_NA",1986,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Never married",NA,1.026087,NA,NA,NA
"7792","35_145_209_209_NA_8294",8294,2001,"Rural","Nord-Kivu",2,"Primary","Masculin","50 ans et plus",-0.76186330629444,"Poorest","35_145_209_209_NA",1966,1979,"Non",NA,NA,NA,"None",0,8,"30-34","Currently married","2001",1.026087,"Non","Non","Non"
"7793","35_145_209_209_NA_8294",8294,2001,"Rural","Nord-Kivu",2,"Primary","Masculin","50 ans et plus",-0.76186330629444,"Poorest","35_145_209_209_NA",1984,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Never married",NA,1.026087,NA,NA,NA
"7794","35_145_209_209_NA_8295",8295,2001,"Rural","Nord-Kivu",1,"Primary","Masculin","25 a 49 ans",-0.228360770936946,"Fourth","35_145_209_209_NA",1965,1990,"Oui",NA,NA,NA,"Primary",1,5,"35-39","Currently married","1999",1.026087,NA,NA,NA
"7795","35_145_209_209_NA_8296",8296,2001,"Rural","Nord-Kivu",3,"Primary","Masculin","25 a 49 ans",-0.226452524534414,"Fourth","35_145_209_209_NA",1960,1978,"Oui",NA,NA,NA,"None",1,8,"40-44","Currently married","1997",1.026087,NA,NA,NA
"7796","35_145_209_209_NA_8296",8296,2001,"Rural","Nord-Kivu",3,"Primary","Masculin","25 a 49 ans",-0.226452524534414,"Fourth","35_145_209_209_NA",1982,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,1.026087,NA,NA,NA
"7797","35_145_209_209_NA_8296",8296,2001,"Rural","Nord-Kivu",3,"Primary","Masculin","25 a 49 ans",-0.226452524534414,"Fourth","35_145_209_209_NA",1985,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,1.026087,NA,NA,NA
"7798","35_145_209_209_NA_8297",8297,2001,"Rural","Nord-Kivu",1,"None","Feminin","25 a 49 ans",-0.71492449040033,"Poorest","35_145_209_209_NA",1960,1976,"Non",NA,NA,NA,"None",0,7,"40-44","Formerly married","1998",1.026087,NA,NA,NA
"7799","35_145_209_209_NA_8298",8298,2001,"Rural","Nord-Kivu",1,"Primary","Masculin"," < 25 ans",-0.714076380888093,"Poorest","35_145_209_209_NA",1980,1999,"Non",NA,NA,NA,"None",0,1,"20-24","Currently married","1999",1.026087,NA,NA,NA
"7800","35_145_209_209_NA_8299",8299,2001,"Rural","Nord-Kivu",1,"Primary","Masculin"," < 25 ans",-0.715348545156448,"Poorest","35_145_209_209_NA",1985,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Currently married",NA,1.026087,NA,NA,NA
"7801","35_145_209_209_NA_8300",8300,2001,"Rural","Nord-Kivu",2,"None","Masculin","25 a 49 ans",-0.226452524534414,"Fourth","35_145_209_209_NA",1967,1996,"Non","Non","Infirmiere / sage femme","Non","None",0,3,"30-34","Currently married","2000",1.026087,"Non","Non","Non"
"7802","35_145_209_209_NA_8300",8300,2001,"Rural","Nord-Kivu",2,"None","Masculin","25 a 49 ans",-0.226452524534414,"Fourth","35_145_209_209_NA",1986,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Never married",NA,1.026087,NA,NA,NA
"7803","35_145_209_209_NA_8301",8301,2001,"Rural","Nord-Kivu",2,"None","Feminin","25 a 49 ans",-0.765043716965326,"Poorest","35_145_209_209_NA",1960,1982,"Oui",NA,NA,NA,"None",4,8,"40-44","Formerly married","1998",1.026087,NA,NA,NA
"7804","35_145_209_209_NA_8301",8301,2001,"Rural","Nord-Kivu",2,"None","Feminin","25 a 49 ans",-0.765043716965326,"Poorest","35_145_209_209_NA",1984,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Never married",NA,1.026087,NA,NA,NA
"7805","35_145_209_209_NA_8302",8302,2001,"Rural","Nord-Kivu",1,"None","Masculin","25 a 49 ans",-0.225816442400237,"Fourth","35_145_209_209_NA",1971,1996,"Non","Non","Infirmiere / sage femme","Non","None",0,3,"30-34","Currently married","2000",1.026087,"Non","Non","Matrone"
"7806","35_145_209_209_NA_8304",8304,2001,"Rural","Nord-Kivu",1,"None","Masculin"," < 25 ans",-0.715348545156448,"Poorest","35_145_209_209_NA",1983,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Currently married",NA,1.026087,NA,NA,NA
"7807","35_145_209_209_NA_8305",8305,2001,"Rural","Nord-Kivu",2,"None","Masculin","25 a 49 ans",-0.228360770936946,"Fourth","35_145_209_209_NA",1960,1977,"Oui",NA,NA,NA,"None",4,12,"40-44","Currently married",NA,1.026087,NA,NA,NA
"7808","35_145_209_209_NA_8305",8305,2001,"Rural","Nord-Kivu",2,"None","Masculin","25 a 49 ans",-0.228360770936946,"Fourth","35_145_209_209_NA",1984,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Never married",NA,1.026087,NA,NA,NA
"7809","35_145_209_209_NA_8306",8306,2001,"Rural","Nord-Kivu",1,"Primary","Masculin","25 a 49 ans",-0.714712463022271,"Poorest","35_145_209_209_NA",1973,1987,"Oui","Non","Infirmiere / sage femme","Non","None",3,6,"25-29","Currently married","2000",1.026087,"Non","Non","Non"
"7810","35_145_209_209_NA_8307",8307,2001,"Rural","Nord-Kivu",1,"None","Masculin","25 a 49 ans",-0.71492449040033,"Poorest","35_145_209_209_NA",1976,1998,"Non","Non","Infirmiere / sage femme","Non","None",0,2,"25-29","Currently married","2001",1.026087,"Non","Non","Non"
"7811","35_145_209_209_NA_8308",8308,2001,"Rural","Nord-Kivu",1,"Primary","Masculin","25 a 49 ans",-0.714712463022271,"Poorest","35_145_209_209_NA",1968,1995,"Non",NA,NA,NA,"None",0,3,"30-34","Currently married","2000",1.026087,"Non","Non","Non"
"7812","35_145_209_209_NA_8310",8310,2001,"Rural","Nord-Kivu",2,"None","Masculin","25 a 49 ans",-0.228360770936946,"Fourth","35_145_209_209_NA",1961,1982,"Non","Non","Infirmiere / sage femme","Non","None",0,7,"35-39","Currently married","2001",1.026087,"Non","Infirmiere / sage femme","Non"
"7813","35_145_209_209_NA_8310",8310,2001,"Rural","Nord-Kivu",2,"None","Masculin","25 a 49 ans",-0.228360770936946,"Fourth","35_145_209_209_NA",1985,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Never married",NA,1.026087,NA,NA,NA
"7814","35_145_209_209_NA_8311",8311,2001,"Rural","Nord-Kivu",1,"Primary","Masculin","25 a 49 ans",-0.658203322847769,"Second","35_145_209_209_NA",1970,1990,"Oui",NA,NA,NA,"None",3,6,"30-34","Currently married","2000",1.026087,NA,NA,NA
"7815","35_145_209_209_NA_8313",8313,2001,"Rural","Nord-Kivu",2,"None","Feminin","50 ans et plus",-0.715984627290625,"Poorest","35_145_209_209_NA",1978,NA,NA,NA,NA,NA,"None",NA,0,"20-24","Formerly married",NA,1.026087,NA,NA,NA
"7816","35_145_209_209_NA_8314",8314,2001,"Rural","Nord-Kivu",1,"Primary","Masculin","25 a 49 ans",-0.715348545156448,"Poorest","35_145_209_209_NA",1978,NA,NA,NA,NA,NA,"None",NA,0,"20-24","Currently married",NA,1.026087,NA,NA,NA
"7817","35_145_209_209_NA_8315",8315,2001,"Rural","Nord-Kivu",1,"Primary","Masculin"," < 25 ans",-0.715348545156448,"Poorest","35_145_209_209_NA",1984,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Currently married",NA,1.026087,NA,NA,NA
"7818","35_145_210_210_NA_7903",7903,2001,"Rural","Nord-Kivu",1,"Primary","Masculin","25 a 49 ans",-0.76652790861174,"Poorest","35_145_210_210_NA",1974,1995,"Oui",NA,NA,NA,"None",1,3,"25-29","Currently married","2000",1.026087,NA,NA,NA
"7819","35_145_210_210_NA_7904",7904,2001,"Rural","Nord-Kivu",1,"Primary","Masculin","25 a 49 ans",-0.765043716965326,"Poorest","35_145_210_210_NA",1968,1995,"Non","Non","Non","Non","None",0,3,"30-34","Currently married","2000",1.026087,"Non","Non","Non"
"7820","35_145_210_210_NA_7905",7905,2001,"Rural","Nord-Kivu",1,"None","Feminin","50 ans et plus",-0.708534576790825,"Second","35_145_210_210_NA",1984,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Never married",NA,1.026087,NA,NA,NA
"7821","35_145_210_210_NA_7907",7907,2001,"Rural","Nord-Kivu",1,"None","Masculin"," < 25 ans",-0.764407634831149,"Poorest","35_145_210_210_NA",1981,NA,NA,NA,NA,NA,"Primary",NA,0,"20-24","Currently married",NA,1.026087,NA,NA,NA
"7822","35_145_210_210_NA_7908",7908,2001,"Rural","Nord-Kivu",1,"Primary","Masculin"," < 25 ans",-0.765679799099504,"Poorest","35_145_210_210_NA",1982,1998,"Non",NA,NA,NA,"Primary",0,2,"15-19","Currently married","2000",1.026087,"Non","Non","Non"
"7823","35_145_210_210_NA_7910",7910,2001,"Rural","Nord-Kivu",1,"Secondary+","Masculin","25 a 49 ans",-0.763135470562795,"Poorest","35_145_210_210_NA",1957,1978,"Oui",NA,NA,NA,"None",1,9,"40-44","Currently married","1998",1.026087,NA,NA,NA
"7824","35_145_210_210_NA_7911",7911,2001,"Rural","Nord-Kivu",1,"Non-standard curriculum","Masculin"," < 25 ans",-0.766315881233681,"Poorest","35_145_210_210_NA",1978,1999,"Oui",NA,NA,NA,"Primary",1,2,"20-24","Currently married","2000",1.026087,NA,NA,NA
"7825","35_145_210_210_NA_7912",7912,2001,"Rural","Nord-Kivu",1,"Primary","Masculin"," < 25 ans",-0.765679799099504,"Poorest","35_145_210_210_NA",1985,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Currently married",NA,1.026087,NA,NA,NA
"7826","35_145_210_210_NA_7913",7913,2001,"Rural","Nord-Kivu",2,"Primary","Masculin","25 a 49 ans",-0.756774649221022,"Poorest","35_145_210_210_NA",1959,1982,"Oui",NA,NA,NA,"None",1,8,"40-44","Currently married","2000",1.026087,NA,NA,NA
"7827","35_145_210_210_NA_7913",7913,2001,"Rural","Nord-Kivu",2,"Primary","Masculin","25 a 49 ans",-0.756774649221022,"Poorest","35_145_210_210_NA",1984,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Never married",NA,1.026087,NA,NA,NA
"7828","35_145_210_210_NA_7914",7914,2001,"Rural","Nord-Kivu",1,"Primary","Masculin","25 a 49 ans",-0.766951963367858,"Poorest","35_145_210_210_NA",1973,NA,NA,NA,NA,NA,"Primary",NA,0,"25-29","Currently married",NA,1.026087,NA,NA,NA
"7829","35_145_210_210_NA_7916",7916,2001,"Rural","Nord-Kivu",1,"None","Masculin","25 a 49 ans",-0.76186330629444,"Poorest","35_145_210_210_NA",1971,1990,"Oui","Docteur","Non","Non","None",4,7,"30-34","Currently married","2000",1.026087,"Non","Non","Non"
"7830","35_145_210_210_NA_7917",7917,2001,"Rural","Nord-Kivu",1,"Secondary+","Masculin","25 a 49 ans",-0.705990248254116,"Second","35_145_210_210_NA",1964,1987,"Oui",NA,NA,NA,"Primary",1,9,"35-39","Currently married","2001",1.026087,NA,NA,NA
"7831","35_145_210_210_NA_7918",7918,2001,"Rural","Nord-Kivu",1,"None","Masculin","25 a 49 ans",-0.766951963367858,"Poorest","35_145_210_210_NA",1973,1992,"Oui",NA,NA,NA,"Primary",3,4,"25-29","Currently married","1999",1.026087,NA,NA,NA
"7832","35_145_210_210_NA_7919",7919,2001,"Rural","Nord-Kivu",1,"None","Masculin"," < 25 ans",-0.764407634831149,"Poorest","35_145_210_210_NA",1983,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Currently married",NA,1.026087,NA,NA,NA
"7833","35_145_210_210_NA_7920",7920,2001,"Rural","Nord-Kivu",1,"None","Feminin","25 a 49 ans",-0.70726241252247,"Second","35_145_210_210_NA",1968,1984,"Oui",NA,NA,NA,"None",4,7,"30-34","Never married",NA,1.026087,NA,NA,NA
"7834","35_145_210_210_NA_7921",7921,2001,"Rural","Nord-Kivu",1,"None","Masculin","50 ans et plus",-0.765679799099504,"Poorest","35_145_210_210_NA",1986,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Never married",NA,1.026087,NA,NA,NA
"7835","35_145_210_210_NA_7922",7922,2001,"Rural","Nord-Kivu",1,"None","Feminin","25 a 49 ans",-0.709806741059179,"Poorest","35_145_210_210_NA",1970,1989,"Oui",NA,NA,NA,"None",6,7,"30-34","Currently married","1997",1.026087,NA,NA,NA
"7836","35_145_210_210_NA_7923",7923,2001,"Rural","Nord-Kivu",1,"None","Masculin","25 a 49 ans",-0.762499388428617,"Poorest","35_145_210_210_NA",1962,1989,"Oui",NA,NA,NA,"None",3,7,"35-39","Currently married","2001",1.026087,"Non","Non","Non"
"7837","35_145_210_210_NA_7925",7925,2001,"Rural","Nord-Kivu",1,"None","Masculin","25 a 49 ans",-0.70726241252247,"Second","35_145_210_210_NA",1979,1997,"Non",NA,NA,NA,"None",0,2,"20-24","Currently married","1999",1.026087,NA,NA,NA
"7838","35_145_210_210_NA_7926",7926,2001,"Rural","Nord-Kivu",1,"None","Feminin","50 ans et plus",-0.707898494656647,"Second","35_145_210_210_NA",1983,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Never married",NA,1.026087,NA,NA,NA
"7839","35_145_210_210_NA_7928",7928,2001,"Rural","Nord-Kivu",1,"Primary","Masculin","50 ans et plus",-0.709806741059179,"Poorest","35_145_210_210_NA",1971,1981,"Oui",NA,NA,NA,"None",1,3,"30-34","Currently married","1997",1.026087,NA,NA,NA
"7840","35_145_210_210_NA_7930",7930,2001,"Rural","Nord-Kivu",1,"Primary","Masculin","50 ans et plus",-0.709170658925002,"Second","35_145_210_210_NA",1983,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Never married",NA,1.026087,NA,NA,NA
"7841","35_145_211_211_NA_8621",8621,2001,"Rural","Nord-Kivu",2,"Secondary+","Feminin","25 a 49 ans",0.0579970338919879,"Fourth","35_145_211_211_NA",1972,1988,"Non","Non","Non","Matrone","Secondary +",0,6,"25-29","Currently married","2001",1.026087,"Non","Non","Non"
"7842","35_145_211_211_NA_8621",8621,2001,"Rural","Nord-Kivu",2,"Secondary+","Feminin","25 a 49 ans",0.0579970338919879,"Fourth","35_145_211_211_NA",1983,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,1.026087,NA,NA,NA
"7843","35_145_211_211_NA_8622",8622,2001,"Rural","Nord-Kivu",1,"Primary","Masculin","50 ans et plus",0.0592691981603425,"Fourth","35_145_211_211_NA",1964,1985,"Non",NA,NA,NA,"Primary",0,4,"35-39","Currently married","1996",1.026087,NA,NA,NA
"7844","35_145_211_211_NA_8625",8625,2001,"Rural","Nord-Kivu",1,"Secondary+","Masculin","25 a 49 ans",-0.11271258190072,"Fourth","35_145_211_211_NA",1974,1990,"Non",NA,NA,NA,"Secondary +",0,3,"25-29","Currently married","1998",1.026087,NA,NA,NA
"7845","35_145_211_211_NA_8626",8626,2001,"Rural","Nord-Kivu",2,"Primary","Masculin","50 ans et plus",0.0694465123071786,"Fourth","35_145_211_211_NA",1980,1999,"Non",NA,NA,NA,"Primary",0,1,"20-24","Never married","1999",1.026087,NA,NA,NA
"7846","35_145_211_211_NA_8626",8626,2001,"Rural","Nord-Kivu",2,"Primary","Masculin","50 ans et plus",0.0694465123071786,"Fourth","35_145_211_211_NA",1984,NA,NA,NA,NA,NA,"Secondary +",NA,0,"15-19","Never married",NA,1.026087,NA,NA,NA
"7847","35_145_211_211_NA_8627",8627,2001,"Rural","Nord-Kivu",1,"Secondary+","Masculin","25 a 49 ans",0.137467875659286,"Fourth","35_145_211_211_NA",1969,1987,"Non",NA,NA,NA,"Primary",0,5,"30-34","Currently married","1997",1.026087,NA,NA,NA
"7848","35_145_211_211_NA_8628",8628,2001,"Rural","Nord-Kivu",1,"Secondary+","Masculin","25 a 49 ans",0.0554527053552789,"Fourth","35_145_211_211_NA",1967,1982,"Non",NA,NA,NA,"Primary",0,4,"30-34","Currently married",NA,1.026087,NA,NA,NA
"7849","35_145_211_211_NA_8629",8629,2001,"Rural","Nord-Kivu",1,"Primary","Masculin","50 ans et plus",0.23875164891947,"Fourth","35_145_211_211_NA",1985,NA,NA,NA,NA,NA,"Secondary +",NA,0,"15-19","Never married",NA,1.026087,NA,NA,NA
"7850","35_145_211_211_NA_8630",8630,2001,"Rural","Nord-Kivu",1,"Secondary+","Masculin","25 a 49 ans",0.0567248696236334,"Fourth","35_145_211_211_NA",1978,1999,"Oui",NA,NA,NA,"Primary",1,2,"20-24","Currently married","1999",1.026087,NA,NA,NA
"7851","35_145_211_211_NA_8631",8631,2001,"Rural","Nord-Kivu",1,"Primary","Masculin","25 a 49 ans",-0.0825775320619055,"Fourth","35_145_211_211_NA",1962,1987,"Non",NA,NA,NA,"Secondary +",0,3,"35-39","Currently married",NA,1.026087,NA,NA,NA
"7852","35_145_211_211_NA_8632",8632,2001,"Rural","Nord-Kivu",1,"Primary","Masculin"," < 25 ans",0.00639361568057777,"Fourth","35_145_211_211_NA",1983,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Currently married",NA,1.026087,NA,NA,NA
"7853","35_145_211_211_NA_8633",8633,2001,"Rural","Nord-Kivu",2,"None","Masculin","25 a 49 ans",0.243840305992888,"Fourth","35_145_211_211_NA",1963,1983,"Non","Non","Non","Matrone","Secondary +",0,8,"35-39","Currently married","2001",1.026087,"Non","Non","Matrone"
"7854","35_145_211_211_NA_8633",8633,2001,"Rural","Nord-Kivu",2,"None","Masculin","25 a 49 ans",0.243840305992888,"Fourth","35_145_211_211_NA",1985,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Never married",NA,1.026087,NA,NA,NA
"7855","35_145_211_211_NA_8634",8634,2001,"Rural","Nord-Kivu",1,"Primary","Masculin","25 a 49 ans",-0.0819414499277283,"Fourth","35_145_211_211_NA",1964,1982,"Non",NA,NA,NA,"Primary",0,9,"35-39","Currently married","2000",1.026087,NA,NA,NA
"7856","35_145_211_211_NA_8635",8635,2001,"Rural","Nord-Kivu",1,"Secondary+","Masculin","25 a 49 ans",-0.0834256415741419,"Fourth","35_145_211_211_NA",1964,1982,"Oui",NA,NA,NA,"Secondary +",3,9,"35-39","Currently married","1999",1.026087,NA,NA,NA
"7857","35_145_211_211_NA_8637",8637,2001,"Rural","Nord-Kivu",1,"Secondary+","Masculin","25 a 49 ans",-0.0855459153547327,"Fourth","35_145_211_211_NA",1973,1989,"Non",NA,NA,NA,"Secondary +",0,4,"25-29","Currently married",NA,1.026087,NA,NA,NA
"7858","35_145_211_211_NA_8638",8638,2001,"Rural","Nord-Kivu",1,"Primary","Masculin","25 a 49 ans",-0.0844857784644373,"Fourth","35_145_211_211_NA",1966,1989,"Oui",NA,NA,NA,"None",1,2,"35-39","Currently married",NA,1.026087,NA,NA,NA
"7859","35_145_211_211_NA_8639",8639,2001,"Rural","Nord-Kivu",2,"None","Feminin","50 ans et plus",-0.429626822461691,"Fourth","35_145_211_211_NA",1964,1999,"Non",NA,NA,NA,"Non-standard curriculum",0,1,"35-39","Formerly married","1999",1.026087,NA,NA,NA
"7860","35_145_211_211_NA_8639",8639,2001,"Rural","Nord-Kivu",2,"None","Feminin","50 ans et plus",-0.429626822461691,"Fourth","35_145_211_211_NA",1982,2001,"Non",NA,NA,NA,"Primary",0,1,"15-19","Never married","2001",1.026087,NA,NA,NA
"7861","35_145_211_211_NA_8640",8640,2001,"Rural","Nord-Kivu",1,"Secondary+","Masculin","25 a 49 ans",-0.47932199427057,"Middle","35_145_211_211_NA",1974,1991,"Oui",NA,NA,NA,"Primary",1,5,"25-29","Currently married","1999",1.026087,NA,NA,NA
