"","HH1","HH2","HH6","HH7","HH7B","HH9","HH13","HC1A","HC1C","helevel","HHSEX","windex5"
"5166",173,34,"Rural","Bandundu","Rural","Rempli",1,"Kimbanguiste","Bantou","Secondary +","Male","Middle"
"5167",173,40,"Rural","Bandundu","Rural","Rempli",0,"Catholique","Bantou","Secondary +","Male","Second"
"5168",173,47,"Rural","Bandundu","Rural","Rempli",3,"Protestant","Bantou","Secondary +","Female","Second"
"5169",173,54,"Rural","Bandundu","Rural","Rempli",2,"Protestant","Bantou","Primary","Male","Middle"
"5170",173,60,"Rural","Bandundu","Rural","Rempli",1,"Kimbanguiste","Bantou","Secondary +","Male","Middle"
"5171",173,67,"Rural","Bandundu","Rural","Rempli",0,"Sans religion","Bantou","Secondary +","Male","Middle"
"5172",173,73,"Rural","Bandundu","Rural","Rempli",3,"Catholique","Bantou","Secondary +","Male","Fourth"
"5173",173,80,"Rural","Bandundu","Rural","Rempli",0,"Catholique","Bantou","Secondary +","Male","Middle"
"5174",173,87,"Rural","Bandundu","Rural","Rempli",1,"Autres chretiens independants","Bantou","Primary","Male","Second"
"5175",173,93,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Female","Fourth"
"5176",173,100,"Rural","Bandundu","Rural","Rempli",2,"Protestant","Bantou","Primary","Female","Second"
"5177",173,107,"Rural","Bandundu","Rural","Rempli",2,"Protestant","Bantou","Secondary +","Male","Middle"
"5178",173,113,"Rural","Bandundu","Rural","Rempli",1,"Autre religion","Bantou","Secondary +","Male","Fourth"
"5179",173,120,"Rural","Bandundu","Rural","Rempli",3,"Protestant","Bantou","Secondary +","Male","Middle"
"5180",173,126,"Rural","Bandundu","Rural","Rempli",2,"Catholique","Bantou","Secondary +","Male","Middle"
"5181",173,133,"Rural","Bandundu","Rural","Rempli",3,"Protestant","Bantou","Secondary +","Female","Richest"
"5182",173,140,"Rural","Bandundu","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Male","Second"
"5183",173,146,"Rural","Bandundu","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Male","Second"
"5184",173,153,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Female","Fourth"
"5185",173,160,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Middle"
"5186",173,166,"Rural","Bandundu","Rural","Rempli",2,"Protestant","Bantou","Primary","Female","Second"
"5187",173,173,"Rural","Bandundu","Rural","Rempli",2,"Catholique","Bantou","Primary","Male","Poorest"
"5188",173,180,"Rural","Bandundu","Rural","Rempli",1,"Autres chretiens independants","Bantou","Secondary +","Male","Second"
"5189",173,186,"Rural","Bandundu","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Male","Middle"
"5190",173,193,"Rural","Bandundu","Rural","Rempli",0,"Protestant","Bantou","Secondary +","Male","Fourth"
"5191",174,1,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","None","Female","Poorest"
"5192",174,3,"Rural","Bandundu","Rural","Rempli",2,"Protestant","Bantou","Primary","Female","Poorest"
"5193",174,5,"Rural","Bandundu","Rural","Rempli",0,"Catholique","Bantou","None","Female","Poorest"
"5194",174,8,"Rural","Bandundu","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Male","Poorest"
"5195",174,11,"Rural","Bandundu","Rural","Rempli",0,"Catholique","Bantou","Secondary +","Male","Second"
"5196",174,13,"Rural","Bandundu","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Male","Poorest"
"5197",174,16,"Rural","Bandundu","Rural","Rempli",0,"Catholique","Bantou","Primary","Male","Fourth"
"5198",174,19,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Middle"
"5199",174,21,"Rural","Bandundu","Rural","Rempli",2,"Protestant","Bantou","Secondary +","Male","Middle"
"5200",174,24,"Rural","Bandundu","Rural","Rempli",2,"Catholique","Bantou","Secondary +","Male","Second"
"5201",174,27,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Second"
"5202",174,29,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Poorest"
"5203",174,32,"Rural","Bandundu","Rural","Rempli",2,"Catholique","Bantou","Primary","Female","Poorest"
"5204",174,35,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Middle"
"5205",174,37,"Rural","Bandundu","Rural","Rempli",2,"Catholique","Bantou","Secondary +","Male","Middle"
"5206",174,40,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","None","Female","Middle"
"5207",174,43,"Rural","Bandundu","Rural","Rempli",2,"Catholique","Bantou","Primary","Female","Poorest"
"5208",174,45,"Rural","Bandundu","Rural","Rempli",2,"Catholique","Bantou","Secondary +","Male","Middle"
"5209",174,48,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Primary","Male","Second"
"5210",174,51,"Rural","Bandundu","Rural","Rempli",2,"Catholique","Bantou","None","Male","Poorest"
"5211",174,53,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Poorest"
"5212",174,56,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Primary","Female","Poorest"
"5213",174,59,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Middle"
"5214",174,61,"Rural","Bandundu","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Male","Middle"
"5215",174,64,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","None","Male","Poorest"
"5216",174,67,"Rural","Bandundu","Rural","Rempli",1,"Autres chretiens independants","Bantou","None","Female","Poorest"
"5217",174,69,"Rural","Bandundu","Rural","Rempli",0,"Catholique","Bantou","Secondary +","Male","Poorest"
"5218",174,72,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Primary","Male","Middle"
"5219",174,75,"Rural","Bandundu","Rural","Rempli",1,"Protestant","Bantou","None","Female","Poorest"
"5220",174,77,"Rural","Bandundu","Rural","Rempli",0,"Protestant","Bantou","Primary","Male","Poorest"
"5221",175,1,"Rural","Bandundu","Rural","Rempli",1,"Autres chretiens independants","Bantou","Secondary +","Male","Second"
"5222",175,2,"Rural","Bandundu","Rural","Rempli",2,"Catholique","Bantou","Secondary +","Male","Middle"
"5223",175,3,"Rural","Bandundu","Rural","Rempli",3,"Autre religion","Bantou","None","Female","Poorest"
"5224",175,5,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Primary","Female","Second"
"5225",175,7,"Rural","Bandundu","Rural","Rempli",2,"Autre religion","Bantou","Primary","Male","Poorest"
"5226",175,8,"Rural","Bandundu","Rural","Rempli",1,"Autre religion","Bantou","Secondary +","Male","Middle"
"5227",175,10,"Rural","Bandundu","Rural","Rempli",1,"Autres chretiens independants","Bantou","Secondary +","Male","Middle"
"5228",175,12,"Rural","Bandundu","Rural","Rempli",1,"Eglises de reveil","Bantou","Primary","Male","Middle"
"5229",175,13,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Primary","Male","Poorest"
"5230",175,15,"Rural","Bandundu","Rural","Rempli",2,"Catholique","Bantou","Secondary +","Male","Second"
"5231",175,17,"Rural","Bandundu","Rural","Rempli",1,"Autre religion","Bantou","Primary","Female","Second"
"5232",175,18,"Rural","Bandundu","Rural","Rempli",1,"Animisme/ Religions traditionnelles afric.","Bantou","Secondary +","Male","Middle"
"5233",175,20,"Rural","Bandundu","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Second"
"5234",175,22,"Rural","Bandundu","Rural","Rempli",1,"Autre religion","Bantou","None","Male","Middle"
"5235",175,23,"Rural","Bandundu","Rural","Rempli",2,"Catholique","Bantou","Secondary +","Male","Second"
"5236",175,25,"Rural","Bandundu","Rural","Rempli",2,"Catholique","Bantou","Secondary +","Male","Middle"
"5237",175,27,"Rural","Bandundu","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Male","Second"
"5238",175,28,"Rural","Bandundu","Rural","Rempli",1,"Autres chretiens independants","Bantou","Secondary +","Male","Middle"
"5239",175,30,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Second"
"5240",175,32,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Second"
"5241",175,33,"Rural","Bandundu","Rural","Rempli",2,"Catholique","Bantou","Primary","Male","Second"
"5242",175,35,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","None","Female","Second"
"5243",175,37,"Rural","Bandundu","Rural","Rempli",2,"Autres chretiens independants","Bantou","Secondary +","Male","Poorest"
"5244",175,38,"Rural","Bandundu","Rural","Rempli",1,"Animisme/ Religions traditionnelles afric.","Bantou","Primary","Female","Poorest"
"5245",175,40,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Primary","Female","Poorest"
"5246",175,42,"Rural","Bandundu","Rural","Rempli",1,"Autre religion","Bantou","None","Female","Second"
"5247",175,43,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Primary","Male","Poorest"
"5248",175,45,"Rural","Bandundu","Rural","Rempli",1,"Protestant","Bantou","Primary","Male","Poorest"
"5249",175,47,"Rural","Bandundu","Rural","Rempli",2,"Catholique","Bantou","Secondary +","Female","Second"
"5250",175,48,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Primary","Male","Second"
"5251",176,1,"Rural","Bandundu","Rural","Rempli",3,"Temoins de Jehovah","Bantou","Secondary +","Male","Second"
"5252",176,5,"Rural","Bandundu","Rural","Rempli",3,"Temoins de Jehovah","Bantou","Secondary +","Male","Middle"
"5253",176,10,"Rural","Bandundu","Rural","Rempli",1,"Temoins de Jehovah","Bantou","Primary","Male","Second"
"5254",176,14,"Rural","Bandundu","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Male","Second"
"5255",176,19,"Rural","Bandundu","Rural","Rempli",1,"Temoins de Jehovah","Bantou","Primary","Male","Second"
"5256",176,24,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Primary","Female","Poorest"
"5257",176,28,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Poorest"
"5258",176,33,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Primary","Female","Second"
"5259",176,38,"Rural","Bandundu","Rural","Rempli",2,"Autre religion","Bantou","None","Female","Second"
"5260",176,43,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Second"
"5261",176,47,"Rural","Bandundu","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Male","Middle"
"5262",176,52,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Fourth"
"5263",176,57,"Rural","Bandundu","Rural","Rempli",3,"Catholique","Bantou","Primary","Female","Second"
"5264",176,61,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Primary","Female","Second"
"5265",176,66,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Fourth"
"5266",176,71,"Rural","Bandundu","Rural","Rempli",2,"Catholique","Bantou","Primary","Female","Second"
"5267",176,75,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Middle"
"5268",176,80,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Primary","Female","Poorest"
"5269",176,85,"Rural","Bandundu","Rural","Rempli",0,"Catholique","Bantou","Primary","Female","Poorest"
"5270",176,90,"Rural","Bandundu","Rural","Rempli",1,"Autres chretiens independants","Bantou","Secondary +","Male","Poorest"
"5271",176,94,"Rural","Bandundu","Rural","Rempli",2,"Catholique","Bantou","Primary","Female","Middle"
"5272",176,99,"Rural","Bandundu","Rural","Rempli",1,"Temoins de Jehovah","Bantou","Primary","Male","Second"
"5273",176,104,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Middle"
"5274",176,108,"Rural","Bandundu","Rural","Rempli",1,"Animisme/ Religions traditionnelles afric.","Bantou","Secondary +","Male","Poorest"
"5275",176,113,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Middle"
"5276",176,118,"Rural","Bandundu","Rural","Rempli",3,"Catholique","Bantou","Secondary +","Male","Poorest"
"5277",176,122,"Rural","Bandundu","Rural","Rempli",2,"Temoins de Jehovah","Bantou","Secondary +","Male","Middle"
"5278",176,127,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Second"
"5279",176,132,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Poorest"
"5280",176,137,"Rural","Bandundu","Rural","Rempli",2,"Temoins de Jehovah","Bantou","Primary","Female","Second"
"5281",177,1,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Second"
"5282",177,2,"Rural","Bandundu","Rural","Rempli",2,"Catholique","Bantou","Secondary +","Male","Second"
"5283",177,4,"Rural","Bandundu","Rural","Rempli",2,"Catholique","Bantou","None","Female","Second"
"5284",177,5,"Rural","Bandundu","Rural","Rempli",1,"Eglises de reveil","Bantou","Primary","Male","Second"
"5285",177,7,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Primary","Male","Second"
"5286",177,9,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Poorest"
"5287",177,11,"Rural","Bandundu","Rural","Rempli",2,"Catholique","Bantou","Primary","Male","Second"
"5288",177,12,"Rural","Bandundu","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Second"
"5289",177,14,"Rural","Bandundu","Rural","Rempli",1,"Eglises de reveil","Bantou","Primary","Male","Second"
"5290",177,16,"Rural","Bandundu","Rural","Rempli",1,"Eglises de reveil","Bantou","None","Female","Poorest"
"5291",177,18,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","None","Female","Second"
"5292",177,19,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","None","Male","Poorest"
"5293",177,21,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Middle"
"5294",177,23,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Middle"
"5295",177,24,"Rural","Bandundu","Rural","Rempli",2,"Catholique","Bantou","Secondary +","Male","Poorest"
"5296",177,26,"Rural","Bandundu","Rural","Rempli",1,"Autres chretiens independants","Bantou","Primary","Male","Poorest"
"5297",177,28,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Primary","Male","Poorest"
"5298",177,30,"Rural","Bandundu","Rural","Rempli",1,"Eglises de reveil","Bantou","None","Female","Poorest"
"5299",177,31,"Rural","Bandundu","Rural","Rempli",2,"Eglises de reveil","Bantou","Primary","Male","Middle"
"5300",177,33,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Middle"
"5301",177,35,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","None","Male","Second"
"5302",177,37,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Primary","Female","Second"
"5303",177,38,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","None","Female","Middle"
"5304",177,40,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Primary","Male","Second"
"5305",177,42,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Poorest"
"5306",177,44,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Primary","Male","Second"
"5307",177,45,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Poorest"
"5308",177,47,"Rural","Bandundu","Rural","Rempli",2,"Catholique","Bantou","Primary","Male","Poorest"
"5309",177,49,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Primary","Male","Middle"
"5310",177,50,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Primary","Male","Second"
"5311",178,1,"Rural","Bandundu","Rural","Rempli",2,"Catholique","Bantou","Primary","Female","Poorest"
"5312",178,2,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Primary","Male","Second"
"5313",178,3,"Rural","Bandundu","Rural","Rempli",1,"Animisme/ Religions traditionnelles afric.","Bantou","Primary","Male","Poorest"
"5314",178,4,"Rural","Bandundu","Rural","Rempli",1,"Eglises de reveil","Bantou","Primary","Male","Middle"
"5315",178,5,"Rural","Bandundu","Rural","Rempli",1,"Animisme/ Religions traditionnelles afric.","Bantou","Secondary +","Male","Poorest"
"5316",178,6,"Rural","Bandundu","Rural","Rempli",1,"Animisme/ Religions traditionnelles afric.","Bantou","Secondary +","Male","Second"
"5317",178,7,"Rural","Bandundu","Rural","Rempli",3,"Catholique","Bantou","Secondary +","Male","Middle"
"5318",178,8,"Rural","Bandundu","Rural","Rempli",1,"Animisme/ Religions traditionnelles afric.","Bantou","None","Female","Poorest"
"5319",178,9,"Rural","Bandundu","Rural","Rempli",1,"Animisme/ Religions traditionnelles afric.","Bantou","Primary","Male","Second"
"5320",178,10,"Rural","Bandundu","Rural","Rempli",1,"Animisme/ Religions traditionnelles afric.","Bantou","Secondary +","Male","Second"
"5321",178,11,"Rural","Bandundu","Rural","Rempli",1,"Autres chretiens independants","Bantou","Secondary +","Male","Middle"
"5322",178,12,"Rural","Bandundu","Rural","Rempli",3,"Catholique","Bantou","None","Female","Second"
"5323",178,13,"Rural","Bandundu","Rural","Rempli",1,"Protestant","Bantou","None","Male","Poorest"
"5324",178,14,"Rural","Bandundu","Rural","Rempli",1,"Animisme/ Religions traditionnelles afric.","Bantou","Primary","Male","Poorest"
"5325",178,15,"Rural","Bandundu","Rural","Rempli",1,"Animisme/ Religions traditionnelles afric.","Bantou","None","Female","Poorest"
"5326",178,16,"Rural","Bandundu","Rural","Rempli",1,"Eglises de reveil","Bantou","Primary","Male","Second"
"5327",178,17,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Primary","Male","Poorest"
"5328",178,18,"Rural","Bandundu","Rural","Rempli",1,"Animisme/ Religions traditionnelles afric.","Bantou","Primary","Male","Middle"
"5329",178,19,"Rural","Bandundu","Rural","Rempli",1,"Animisme/ Religions traditionnelles afric.","Bantou","Primary","Male","Poorest"
"5330",178,20,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Poorest"
"5331",178,21,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","None","Female","Middle"
"5332",178,22,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Primary","Male","Poorest"
"5333",178,23,"Rural","Bandundu","Rural","Rempli",1,"Animisme/ Religions traditionnelles afric.","Bantou","Primary","Male","Second"
"5334",178,24,"Rural","Bandundu","Rural","Rempli",2,"Animisme/ Religions traditionnelles afric.","Bantou","None","Male","Poorest"
"5335",178,25,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Primary","Male","Poorest"
"5336",178,26,"Rural","Bandundu","Rural","Rempli",1,"Protestant","Bantou","None","Male","Poorest"
"5337",178,27,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Poorest"
"5338",178,28,"Rural","Bandundu","Rural","Rempli",1,"Animisme/ Religions traditionnelles afric.","Bantou","Primary","Male","Second"
"5339",178,29,"Rural","Bandundu","Rural","Rempli",1,"Animisme/ Religions traditionnelles afric.","Bantou","Primary","Female","Second"
"5340",178,30,"Rural","Bandundu","Rural","Rempli",1,"Autres chretiens independants","Bantou","Primary","Female","Poorest"
"5341",179,1,"Rural","Bandundu","Rural","Rempli",1,"Autres chretiens independants","Bantou","Primary","Male","Second"
"5342",179,2,"Rural","Bandundu","Rural","Rempli",1,"Autres chretiens independants","Bantou","Primary","Male","Poorest"
"5343",179,3,"Rural","Bandundu","Rural","Rempli",1,"Autres chretiens independants","Bantou","Primary","Male","Second"
"5344",179,4,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","None","Female","Second"
"5345",179,5,"Rural","Bandundu","Rural","Rempli",2,"Autres chretiens independants","Bantou","Primary","Male","Second"
"5346",179,6,"Rural","Bandundu","Rural","Rempli",0,"Catholique","Bantou","Secondary +","Male","Second"
"5347",179,7,"Rural","Bandundu","Rural","Rempli",1,"Autres chretiens independants","Bantou","Primary","Female","Poorest"
"5348",179,8,"Rural","Bandundu","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Male","Second"
"5349",179,9,"Rural","Bandundu","Rural","Rempli",1,"Autres chretiens independants","Bantou","Secondary +","Male","Second"
"5350",179,10,"Rural","Bandundu","Rural","Rempli",2,"Autres chretiens independants","Bantou","Primary","Male","Second"
"5351",179,11,"Rural","Bandundu","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Male","Second"
"5352",179,12,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Primary","Male","Fourth"
"5353",179,13,"Rural","Bandundu","Rural","Rempli",2,"Autres chretiens independants","Bantou","Primary","Male","Second"
"5354",179,14,"Rural","Bandundu","Rural","Rempli",1,"Animisme/ Religions traditionnelles afric.","Bantou","Primary","Male","Middle"
"5355",179,15,"Rural","Bandundu","Rural","Rempli",1,"Autres chretiens independants","Bantou","Secondary +","Male","Second"
"5356",179,16,"Rural","Bandundu","Rural","Rempli",1,"Autres chretiens independants","Bantou","Secondary +","Male","Second"
"5357",179,17,"Rural","Bandundu","Rural","Rempli",1,"Autres chretiens independants","Bantou","Secondary +","Male","Middle"
"5358",179,18,"Rural","Bandundu","Rural","Rempli",1,"Eglises de reveil","Bantou","None","Female","Second"
"5359",179,19,"Rural","Bandundu","Rural","Rempli",2,"Catholique","Bantou","Primary","Male","Second"
"5360",179,20,"Rural","Bandundu","Rural","Rempli",1,"Autres chretiens independants","Bantou","None","Male","Second"
"5361",179,21,"Rural","Bandundu","Rural","Rempli",2,"Autres chretiens independants","Bantou","None","Female","Poorest"
"5362",179,22,"Rural","Bandundu","Rural","Rempli",1,"Autres chretiens independants","Bantou","Primary","Male","Second"
"5363",179,23,"Rural","Bandundu","Rural","Rempli",1,"Protestant","Bantou","None","Female","Poorest"
"5364",179,24,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Poorest"
"5365",179,25,"Rural","Bandundu","Rural","Rempli",1,"Protestant","Bantou","Primary","Male","Second"
"5366",179,26,"Rural","Bandundu","Rural","Rempli",1,"Protestant","Bantou","Primary","Female","Poorest"
"5367",179,27,"Rural","Bandundu","Rural","Rempli",2,"Protestant","Bantou","Secondary +","Male","Second"
"5368",179,28,"Rural","Bandundu","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Male","Second"
"5369",179,29,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Primary","Male","Second"
"5370",179,30,"Rural","Bandundu","Rural","Rempli",2,"Catholique","Bantou","Secondary +","Male","Middle"
"5371",180,1,"Rural","Bandundu","Rural","Rempli",2,"Eglises de reveil","Bantou","Secondary +","Female","Middle"
"5372",180,4,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Middle"
"5373",180,7,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Fourth"
"5374",180,11,"Rural","Bandundu","Rural","Rempli",1,"Autres chretiens independants","Bantou","Secondary +","Male","Second"
"5375",180,14,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","None","Female","Second"
"5376",180,18,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Fourth"
"5377",180,21,"Rural","Bandundu","Rural","Rempli",1,"Autres chretiens independants","Bantou","Primary","Male","Poorest"
"5378",180,25,"Rural","Bandundu","Rural","Rempli",0,"Catholique","Bantou","Secondary +","Male","Middle"
"5379",180,28,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Middle"
"5380",180,32,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Middle"
"5381",180,35,"Rural","Bandundu","Rural","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Second"
"5382",180,38,"Rural","Bandundu","Rural","Rempli",2,"Eglises de reveil","Bantou","Secondary +","Male","Poorest"
"5383",180,42,"Rural","Bandundu","Rural","Rempli",1,"Autres chretiens independants","Bantou","Primary","Male","Middle"
"5384",180,45,"Rural","Bandundu","Rural","Rempli",1,"Sans religion","Bantou","Secondary +","Male","Second"
"5385",180,49,"Rural","Bandundu","Rural","Rempli",1,"Sans religion","Bantou","Primary","Male","Poorest"
"5386",180,52,"Rural","Bandundu","Rural","Rempli",0,"Catholique","Bantou","Primary","Male","Poorest"
"5387",180,56,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Middle"
"5388",180,59,"Rural","Bandundu","Rural","Rempli",1,"Kimbanguiste","Bantou","Secondary +","Male","Second"
"5389",180,62,"Rural","Bandundu","Rural","Rempli",2,"Eglises de reveil","Bantou","None","Male","Poorest"
"5390",180,66,"Rural","Bandundu","Rural","Rempli",2,"Autres chretiens independants","Bantou","Primary","Male","Poorest"
"5391",180,69,"Rural","Bandundu","Rural","Rempli",2,"Autres chretiens independants","Bantou","Secondary +","Male","Second"
"5392",180,73,"Rural","Bandundu","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Male","Poorest"
"5393",180,76,"Rural","Bandundu","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Male","Middle"
"5394",180,80,"Rural","Bandundu","Rural","Rempli",2,"Autres chretiens independants","Bantou","Primary","Male","Middle"
"5395",180,83,"Rural","Bandundu","Rural","Rempli",0,"Catholique","Bantou","None","Female","Poorest"
"5396",180,86,"Rural","Bandundu","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Male","Poorest"
"5397",180,90,"Rural","Bandundu","Rural","Rempli",1,"Eglises de reveil","Bantou","Primary","Male","Poorest"
"5398",180,93,"Rural","Bandundu","Rural","Rempli",2,"Autres chretiens independants","Bantou","None","Female","Poorest"
"5399",180,97,"Rural","Bandundu","Rural","Rempli",0,"Catholique","Bantou","Secondary +","Female","Poorest"
"5400",180,100,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Second"
"5401",181,1,"Rural","Bandundu","Rural","Rempli",0,"Catholique","Bantou","Secondary +","Male","Poorest"
"5402",181,7,"Rural","Bandundu","Rural","Rempli",0,"Catholique","Bantou","None","Female","Second"
"5403",181,13,"Rural","Bandundu","Rural","Rempli",2,"Catholique","Bantou","Secondary +","Male","Second"
"5404",181,19,"Rural","Bandundu","Rural","Rempli",2,"Catholique","Bantou","None","Female","Middle"
"5405",181,25,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Second"
"5406",181,30,"Rural","Bandundu","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Male","Second"
"5407",181,36,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Poorest"
"5408",181,42,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Primary","Male","Poorest"
"5409",181,48,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Middle"
"5410",181,54,"Rural","Bandundu","Rural","Rempli",0,"Catholique","Bantou","None","Female","Poorest"
"5411",181,59,"Rural","Bandundu","Rural","Rempli",1,"Protestant","Bantou","Secondary +","Male","Poorest"
"5412",181,65,"Rural","Bandundu","Rural","Rempli",1,"Catholique","Bantou","Secondary +","Male","Second"
"5413",181,71,"Rural","Bandundu","Rural","Rempli",2,"Protestant","Bantou","None","Female","Second"
"5414",181,77,"Rural","Bandundu","Rural","Rempli",0,"Autres chretiens independants","Bantou","None","Female","Poorest"
